tags,title
dwaynejohnson kevinhart katemckinnon jaredstern animation action adventure krypto the super-dog and superman are inseparable best friends sharing the same superpowers and fighting crime side by side in metropolis. however krypto must master his own powers for a rescue mission when superman is kidnapped.,dc league of super-pets
viggomortensen colinfarrell joeledgerton ronhoward action adventure biography a rescue mission is assembled in thailand where a group of young boys and their soccer coach are trapped in a system of underground caves that are flooding.,thirteen lives
b.j.novak boydholbrook dovecameron b.j.novak comedy mystery thriller a writer from new york city attempts to solve the murder of a girl he hooked up with and travels down south to investigate the circumstances of her death and discover what happened to her.,vengeance
kristinefroseth jonbernthal lukasabbat lenadunham comedy sarah jo is a naive 26-year-old living on the fringes of hollywood with her mother and sister. she just longs to be seen. when she begins an affair with her older employer she is thrust into an education on sexuality loss and po...,sharp stick
zoeydeutch miaisaac nadiaalexander quinnshephard comedy drama an ambitious young woman finds followers and fame when she poses as the survivor of a deadly attack but she soon learns that online notoriety comes with a terrible price.,not okay
juliettebinoche frankgrillo halafinley annagutto thriller a truck driver has been forced to smuggle illicit cargo to save her brother from a deadly prison gang. with fbi operatives hot on her trail sally's conscience is challenged when the final package turns out to be a teenage girl.,paradise highway
rebeccahall gracekaufman michaelesper andrewsemans drama fantasy the lives of the people of arcadia missouri are forever changed when their deceased loved ones return.,resurrection
daledickey wesstudi maxwalker-silverman romance at a campground in the rural west a woman waits alone for an old flame from her past to arrive uncertain of his intentions while bashful about her own.,a love song
angourierice gatenmatarazzo christophermintz-plasse oranzegman comedy honor's sole focus is getting into harvard. willing to do whatever it takes honor concocts a plan to take down her top three competitors until things take a turn when she unexpectedly falls for her biggest competition.,honor society
johnennis brycejohnson edwardhong spiderone horror a group of artists' lives become unwittingly entangled as their obsessions and insecurities manifest monsters demons and death.,allegoria
bradpitt joeyking aarontaylor-johnson davidleitch action comedy thriller five assassins aboard a swiftly-moving bullet train to find out that their missions have something in common.,bullet train
evanoblezada simonpegg janefonda peggyholmes animation adventure comedy the curtain is pulled back on the millennia-old battle between the organizations of good luck and bad luck that secretly affects everyday lives.,luck
ambermidthunder dakotabeavers michellethrush dantrachtenberg action adventure drama naru a skilled warrior of the comanche nation fights to protect her tribe against one of the first highly-evolved predators to land on earth.,prey
jokoy jimmyo.yang tiacarrere jaychandrasekhar comedy set around a family gathering to celebrate easter sunday the comedy is based on jo koy's life experiences and stand-up comedy.,easter sunday
"benschwartz omarbensonmiller brandonmychalsmith antward,andysuriano animation action adventure when a mysterious stranger arrives from the future with a dire warning leo is forced to rise and lead his brothers raph donnie and mikey in a fight to save the world from a terrifying alien species.",rise of the teenage mutant ninja turtles: the movie
amandlastenberg mariabakalova myha'laherrold halinareijn comedy horror thriller when a group of rich 20-somethings plan a hurricane party at a remote family mansion a party game turns deadly in this fresh and funny look at backstabbing fake friends and one party gone very very wrong.,bodies bodies bodies
kevinbacon carriepreston annachlumsky johnlogan horror mystery thriller a group of teenagers at an lgbtq+ conversion camp endures unsettling psychological techniques while being stalked by a mysterious masked killer.,they/them
"owenwilson walkerscobell jessewilliams henryjoost,arielschulman(directors/screenplay);christopheryost,joshkoenigsberg(screenplay);owenwilson,walkerscobell,jessewilliams,keithl.williams,momonatamada,charlesmelton,michaelpeña action adventure comedy while hanging out after school charlie and his friends discover the headquarters of the world's most powerful superhero hidden beneath his home. when villains attack they must team up to defend the headquarters and save the world.",secret headquarters
jamiefoxx davefranco natashaliubordizzo j.j.perry action comedy fantasy a hard-working blue-collar dad just wants to provide a good life for his quick-witted 10-year-old daughter. his mundane san fernando valley pool cleaning job is a front for his real source of income: hunting and killing vampires.,day shift
"dianekeaton taylourpaige elizabethlail katieaselton short action drama retelling the macbeth story in today's world of art ""mack"" follows a painter with an ambition tragically larger than his talent. working with a cast of fellow high-schoolers the 15-year-old writer/director captures the suspense ...",mack & rita
gracecarolinecurrey virginiagardner masongooding scottmann thriller best friends becky and hunter find themselves at the top of a 2 000-foot radio tower.,fall
aubreyplaza theorossi megalynechikunwoke johnpattonford crime drama thriller down on her luck and saddled with debt emily gets involved in a credit card scam that pulls her into the criminal underworld of los angeles ultimately leading to deadly consequences.,emily the criminal
liabarnett lakebell sarahcooper jamesponsoldt drama during their last days of summer and childhood -- the weekend before middle school begins -- four girls struggle with the harsh truths of growing up and embark on a mysterious adventure.,summering
idriselba iyanahalley leahsavajeffries baltasarkormákur action comedy thriller after a shopping mall in chennai had been hijacked by terrorists who held the visitors as hostages veera raghavan a spy also trapped in the mall decides to save the hostages by eliminating the terrorists.,beast
isabellefuhrman rossifsutherland hirokanagawa williambrentbell crime drama horror after orchestrating a brilliant escape from an estonian psychiatric facility esther travels to america by impersonating the missing daughter of a wealthy family.,orphan: first kill
"alisonbrie alessandronivola mollyshannon jeffbaena comedy a woman wins an all-expenses-paid trip to a company's gorgeous ""institute"" outside of florence and also the chance to meet the restaurant chain's wealthy and charismatic owner. she finds a different adventure than the one she ima...",spin me round
stephanjames marisatomei paulwalterhauser robertbudreau crime drama mystery a convicted man embarks on a journey of violence and redemption to find out the truth about his sister's death.,delia's gone
idriselba tildaswinton georgemiller drama fantasy romance a lonely scholar on a trip to istanbul discovers a djinn who offers her three wishes in exchange for his freedom.,three thousand years of longing
sylvesterstallone javonwalton pilouasbæk juliusavery action drama fantasy a young boy learns that a superhero who was thought to have gone missing after an epic battle twenty years ago may in fact still be around.,samaritan
kevinhart markwahlberg reginahall johnhamburg comedy follows a dad who finds time for himself for the first time in years while his wife and kids are away. he reconnects with a friend for a wild weekend.,me time
nathalieemmanuel thomasdoherty stephaniecorneliussen jessicam.thompson drama horror mystery a man accepts an invitation to a dinner party hosted by his ex-wife an unsettling affair that reopens old wounds and creates new tensions.,the invitation
johnboyega nicolebeharie selenisleyva abidamariscorbin crime drama thriller a marine war veteran faces mental and emotional challenges when he tries to reintegrate into civilian life.,breaking
danielzolghadri matthewmaher milesemanuel owenkline comedy a bitingly funny coming-of-age story of a teenage cartoonist who rejects the comforts of his suburban life in a misguided quest for soul.,funny pages
reginahall sterlingk.brown austincrute adammaebo comedy in the aftermath of a huge scandal trinitie childs the first lady of a prominent southern baptist mega church attempts to help her pastor-husband lee-curtis childs rebuild their congregation.,honk for jesus. save your soul.
marciagayharden charlierowe josephinelangford nickhamm comedy musical romance weary of the conventions of parisian society a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship which may not stay platonic for long.,gigi & nate
kevindillon brucewillis matteskandari action thriller while on wire room duty a federal agent listens in as the target is attacked in his home by a hit squad. without burning the wire he must protect the investigation and the target's life from the confines of a room fifty miles away.,wire room
herofiennes-tiffin josephinelangford louiselombard castillelandon drama romance as a shocking truth about a couple's families emerges the two lovers discover they are not so different from each other. tessa is no longer the sweet simple good girl she was when she met hardin — any more than he is the cruel ...,after ever happy
tomhanks benjaminevanainsworth josephgordon-levitt robertzemeckis animation adventure comedy a living puppet with the help of a cricket as his conscience must prove himself worthy to become a real boy.,pinocchio
georginacampbell billskarsgård justinlong zachcregger horror thriller a woman staying at an airbnb discovers that the house she has rented is not what it seems.,barbarian
queenlatifah ludacris beaubridges millicentshelton action crime drama in this high-octane action thriller a cross-country road trip becomes a highway to hell for brenda and her family. alone in the new mexico desert they have to fight for their lives when they become the targets of a mysterious ki...,end of the road
kirkcameron alexkendrick raphaelruggero kevinpeeples drama david's comfortable world is turned upside down when his birthmother unexpectedly reaches out to him longing to meet the 18-year-old son she's only held once.,lifemark
"karimamer omarmullick(directors) karimamer,omarmullick documentary everyday people find themselves in the midst of a global tragedy when two boeing 737 max planes crashed in 2018 and 2019. this documentary is told through the perspective of affected family members their legal teams and whistleb...",flight/risk
briano'halloran jeffanderson trevorfehrman kevinsmith comedy dante elias and jay and silent bob are enlisted by randal after a heart attack to make a movie about the convenience store that started it all.,clerks iii
violadavis thusombedu lashanalynch ginaprince-bythewood action drama history a historical epic inspired by true events that took place in the kingdom of dahomey one of the most powerful states of africa in the 18th and 19th centuries.,the woman king
saoirseronan samrockwell adrienbrody tomgeorge comedy mystery in the west end of 1950s london plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered.,see how they run
anadearmas adrienbrody bobbycannavale andrewdominik biography drama romance a fictionalized chronicle of the inner life of marilyn monroe.,blonde
miagoth davidcorenswet tandiwright tiwest horror backstory on how pearl became the person she was.,pearl
camilamendes mayahawke austinabrams jenniferkaytinrobinson comedy drea and eleanor agree to go after one another's bullies.,do revenge
"letitiawright tamaralawrance nadinemarshall agnieszkasmoczyńska drama based on the lives of june and jennifer gibbons real-life identical twins who grew up in wales and became known as ""the silent twins"" because of their refusal to communicate with anyone but each other.",the silent twins
jonhamm marciagayharden kylemaclachlan gregmottola comedy crime after becoming the prime suspect in multiple murders fletch strives to prove his innocence while simultaneously searching for his fiancé's stolen art collection.,"confess, fletch"
davidbowie brettmorgen documentary music a cinematic odyssey exploring david bowie's creative and musical journey. from visionary filmmaker brett morgen and sanctioned by the bowie estate.,moonage daydream
thandiwenewton jeremybobb jorisjarsky julianhiggins thriller when a college professor confronts two hunters she catches trespassing on her property she's drawn into an escalating battle of wills with catastrophic consequences.,god's country
naomiwatts cameroncrovetti nicholascrovetti mattsobel horror mystery thriller twin boys move to a new house with their mother after she has face-changing cosmetic surgery but under the bandages is someone the boys don't recognize.,goodnight mommy
"brettvarvel gigiorsillo toddterry martyroberts,jimmywomble(directors/screenplay);brettvarvel,gigiorsillo,toddterry,cameronarnett drama family when a small-town baseball coach gets the offer of a lifetime from a larger 6a high school he uproots his family and leaves the only home he's ever known. but soon faces opposition to his coaching methods from the school superint...",running the bases
sydneycraven imranadams jarreaubenjamin timovuorensola horror mystery thriller forced to travel with her boyfriend laine begins to experience premonitions associated with the urban myth of the creeper. she believes that something supernatural has been summoned - and that she is at the center of it all.,jeepers creepers: reborn
florencepugh harrystyles oliviawilde oliviawilde drama mystery sci-fi a 1950s housewife living with her husband in a utopian experimental community begins to worry that his glamorous company could be hiding disturbing secrets.,don't worry darling
bellaramsey billiepiper andrewscott lenadunham adventure a 14 year old girl in medieval england navigates through life and avoiding potential suitors her father has in mind.,catherine called birdy
allisonjanney jurneesmollett loganmarshall-green annafoerster animation short comedy when a toy-stealing bully ruins recess for a playground full of kids only one thing stands in his way: the lost and found box.,lou
jamilac.gray da'vinejoyrandolph lilyachty sanaalathan comedy drama music story centers on 16-year-old bri who wants to be one of the greatest rappers of all time. facing controversies and with an eviction notice staring down her family bri doesn't just want to make it she has to make it.,on the come up
joshuaboone amirahvann soleapfeiffer tylerperry drama follows an investigation into an unsolved murder unveiling a story full of forbidden love deceit and a secret.,a jazzman's blues
jeffdanielphillips sherimoonzombie danielroebuck robzombie comedy family fantasy a family of friendly monsters have misadventures never quite understanding why people react to them so strangely.,the munsters
bettemidler sarahjessicaparker kathynajimy annefletcher comedy family fantasy two young women accidentally bring back the sanderson sisters to modern day salem and must figure out how to stop the child-hungry witches from wreaking havoc on the world.,hocus pocus 2
billyeichner lukemacfarlane tsmadison nicholasstoller adventure comedy family two brooklyn plumbers mario and luigi must travel to another dimension to rescue a princess from the evil dictator king koopa and stop him from taking over the world.,bros
sosiebacon jessiet.usher kylegallner parkerfinn horror after witnessing a bizarre traumatic incident involving a patient dr. rose cotter starts experiencing frightening occurrences that she can't explain. rose must confront her troubling past in order to survive and escape her horri...,smile
zacefron russellcrowe billmurray peterfarrelly adventure comedy drama a man's story of leaving new york in 1967 to bring beer to his childhood buddies in the army while they are fighting in vietnam.,the greatest beer run ever
"sigourneyweaver kevinkline morenabaccarin mayaforbes,wallywolodarsky(directors/screenplay);thomasbezucha(screenplay);sigourneyweaver,kevinkline,morenabaccarin,robdelaney,beverlyd'angelo comedy drama life for new england realtor hildy good begins to unravel when she hooks up with an old flame of hers from new york. based on ann leary's 'the good house.'",the good house
milakunis finnwittrock scootmcnairy mikebarker drama mystery thriller a woman in new york who seems to have things under control is faced with a trauma that makes her life unravel.,luckiest girl alive
"emilywatson paulmescal aislingfranciosi saeladavis,annaroseholmer drama in a windswept fishing village a mother is torn between protecting her beloved son and her own sense of right and wrong. a lie she tells for him rips apart their family and close-knit community in this tense sweepingly emotional...",god's creatures
christophwaltz willemdafoe rachelbrosnahan walterhill thriller western a famed bounty hunter runs into his sworn enemy a professional gambler and outlaw that he had sent to prison years before.,dead for a dollar
elsiefisher amiahmiller cathyang damonthomas comedy horror thriller teen best friends abby and gretchen grapple with an otherworldly demon that takes up residence in gretchen's body.,my best friend's exorcism
markhapka megandavis mellisamarty saralohman drama tumultuous relationship of depp and heard dramatizing two-month defamation trial that concluded with jury finding heard had defamed depp by alluding to domestic violence allegations against him.,hot take: the depp/heard trial
jaedenmartell donaldsutherland joetippett johnleehancock drama horror mystery when mr. harrigan dies craig the teen who befriended and did odd jobs for him puts his smart phone in his pocket before burial. when the lonely youth sends his dead friend a message he is shocked to get a return text.,mr. harrigan's phone
laurenlavera elliotfullam sarahvoigt damienleone horror after being resurrected by a sinister entity art the clown returns to the timid town of miles county where he targets a teenage girl and her younger brother on halloween night.,terrifier 2
christianbale margotrobbie johndavidwashington davido.russell crime drama ensemble film about a rich american couple a dutch asocial family a french gay couple a german working class family and two illegal moroccans in amsterdam.,amsterdam
"javierbardem constancewu winslowfegley willspeck,joshgordon animation family musical the primm family moves into an old brownstone house on east 88th street where they find a crocodile named lyle in their bathtub.","lyle, lyle, crocodile"
cateblanchett noémiemerlant ninahoss toddfield drama music set in the international world of classical music the film centers on lydia tár widely considered one of the greatest living composer/conductors and first-ever female chief conductor of a major german orchestra.,tár
odessaa'zion jamieclayton brandonflynn davidbruckner horror thriller a woman discovers the newly resurrected partially formed body of her brother-in-law. she starts killing for him to revitalize his body so he can escape the demonic beings that are pursuing him after he escaped their sadistic und...,hellraiser
harrisdickinson charlbidean dollydeleon rubenöstlund comedy drama a cruise for the super-rich sinks thus leaving survivors including a fashion model celebrity couple trapped on an island.,triangle of sadness
"maikamonroe jakelacy danberk,robertolsen(directors/screenplay);maikamonroe,jakelacy drama mystery sci-fi follows a young couple who take a remote backpacking trip through the pacific northwest and face sinister events leading them to realize that everything about the place is not as it seems.",significant other
"jonweinbach(director);lebronjames dwyanewade mikekrzyzewski jonweinbach documentary history sport follows the story of the 2008 u.s. olympic men's basketball team and how ""the redeem team"" set a new standard for american basketball.",the redeem team
jamieleecurtis andimatichak jamesjudecourtney davidgordongreen horror thriller the saga of michael myers and laurie strode comes to a spine-chilling climax in this final installment of this trilogy.,halloween ends
danielledeadwyler jalynhall frankiefaison chinonyechukwu action crime horror two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires with chaotic results.,till
"kaitlyndever isabelamerced kyleallen karenmaine animation short rosaline walks through the woods on her way to bring her ""sweetheart"" lunch. she encounters various characters found in traditional fairy tales along the way.",rosaline
danielbrühl felixkammerer albrechtschuch edwardberger drama war a german youth eagerly enters world war i but his enthusiasm wanes as he gets a firsthand view of the horror.,all quiet on the western front
ewanmcgregor ethanhawke maribelverdú rodrigogarcía animation short n/a,raymond & ray
margaretqualley joealwyn bennysafdie clairedenis drama romance thriller in 1984's nicaragua a mysterious english businessman and a headstrong american journalist strike up a romance as they soon become embroiled in a dangerous labyrinth of lies and conspiracies and are forced to try and escape the co...,stars at noon
marlonwayans priahferguson kellyrowland jeffwadlow adventure comedy family a teenage girl who accidentally releases an ancient and mischievous spirit on halloween which causes decorations to come alive and wreak havoc must team up with the last person she'd want to in order to save their town - her fat...,the curse of bridge hollow
tonytodd billposley crime horror a gang initiation goes wrong when a group of four recruits break into a house of horror as they're all forced to play deadly games for their lives. win and you live - lose and you die.,bitch ass
sophiaannecaruso sofiawylie laurencefishburne paulfeig action drama fantasy best friends sophie and agatha find themselves on opposing sides of an epic battle when they're swept away into an enchanted school where aspiring heroes and villains are trained to protect the balance between good and evil.,the school for good and evil
jessicachastain eddieredmayne nnamdiasomugha tobiaslindholm biography crime drama an infamous caregiver is implicated in the deaths of hundreds of hospital patients.,the good nurse
"johannesroberts vanessa&josephwinter maggielevin johannesroberts,vanessa&josephwinter,maggielevin,tylermacintyre,flyinglotus horror witness a hellish vision of 1999 as social isolation analog technology and disturbing home videos fuse into a nightmare of found footage savagery.",v/h/s/99
dwaynejohnson aldishodge noahcentineo jaumecollet-serra action fantasy sci-fi nearly 5 000 years after he was bestowed with the almighty powers of the egyptian gods-and imprisoned just as quickly-black adam is freed from his earthly tomb ready to unleash his unique form of justice on the modern world.,black adam
keegan-michaelkey jordanpeele lyricross henryselick comedy drama romance luke wilson plays a good-hearted ex-con who gets a job in a retirement hotel. three elderly residents help him win back his girlfriend as he lends them a hand in fighting hotel corruption.,wendell & wild
georgeclooney juliaroberts kaitlyndever olparker comedy romance a divorced couple that teams up and travels to bali to stop their daughter from making the same mistake they think they made 25 years ago.,ticket to paradise
colinfarrell brendangleeson kerrycondon martinmcdonagh comedy drama two lifelong friends find themselves at an impasse when one abruptly ends their relationship with alarming consequences for both of them.,the banshees of inisherin
harrystyles emmacorrin daviddawson michaelgrandage drama romance the arrival of patrick into marion and tom's home triggers the exploration of seismic events from 40 years previously.,my policeman
paulmescal francescacorio celiarowlson-hall charlottewells drama sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. memories real and imagined fill the gaps between as she tries to reconcile the father she knew with the man she d...,aftersun
brucewillis edwardjohndrake action thriller bruce willis stars as veteran detective james knight dedicated to navigating the demanding streets of los angeles in this thrilling first of a trilogy of films. as the city prepares for halloween mask-wearing armed robbers crit...,detective knight: rogue
annehathaway jeremystrong banksrepeta jamesgray drama a deeply personal coming-of-age story about the strength of family and the generational pursuit of the american dream.,armageddon time
elizabethbanks sigourneyweaver chrismessina phyllisnagy drama history a married woman with an unwanted pregnancy lives in a time in america where she can't get a legal abortion and works with a group of suburban women to find help.,call jane
jacquelinebyers colinsalmon christiannavarro danielstamm horror thriller a nun prepares to perform an exorcism and comes face to face with a demonic force with mysterious ties to her past.,prey for the devil
ellabalinska pilouasbæk clarkgregg shanafeste horror thriller a woman tries to get home alive after her blind date turns violent.,run sweetheart run
florencepugh tomburke elainecassidy sebastiánlelio drama mystery thriller a tale of two strangers who transform each other's lives a psychological thriller and a story of love pitted against evil.,the wonder
milliebobbybrown henrycavill louispartridge harrybradbeer action adventure crime now a detective-for-hire enola holmes takes on her first official case to find a missing girl as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends - and sherlock himself - to unravel,enola holmes 2
jenniferlawrence briantyreehenry lilaneugebauer drama a us soldier suffers a traumatic brain injury while fighting in afghanistan and struggles to adjust to life back home.,causeway
tonicollette annafaris davidduchovny deancraig comedy thriller when the spoiled son and newest wife of a billionaire patriarch plot to murder him they form a psycho-sexual bond with their brutally handsome hitman as they kill and kill (and kill) in their quest for wealth and recognition.,the estate
danielradcliffe evanrachelwood rainnwilson ericappel short comedy music a fictional biographical film that parodies other films based on musicians. yankovic is played by aaron paul while yankovic himself plays a music producer.,weird: the al yankovic story
sadiesink theorossi kwekucollins grenwells drama when tess and her family suffer an unimaginable loss she finds support from a surprising source: her biological father - a lovable slacker from the wrong side of the tracks - and the charming but dangerous juvenile delinquent nex...,dear zoe
ryanwhite(director) ryanwhite documentary the film follows opportunity the mars exploration rover affectionately dubbed oppy by her creators and scientists at nasa. oppy was originally expected to live for only 90 days but she ultimately explored mars for nearly 15 years.,good night oppy
lindsaylohan chordoverstreet georgeyoung janeendamian drama romance sport an injured figure skater is sent to the mountains to recover from an injury. once there she meets an ex-hockey player and his young daughter and begins to realise that something is missing from her life.,falling for christmas
letitiawright lupitanyong'o danaigurira ryancoogler action adventure drama the nation of wakanda is pitted against intervening world powers as they mourn the loss of their king t'challa.,black panther: wakanda forever
michellewilliams pauldano sethrogen stevenspielberg drama growing up in post-world war ii era arizona a young man named sammy fabelman discovers a shattering family secret and explores how the power of films can help him see the truth.,the fabelmans
jacobtremblay gatenmatarazzo whoopigoldberg noratwomey animation adventure comedy elmer elevator searches for a captive dragon on wild island and finds much more than he could ever have anticipated.,my father's dragon
"willferrell ryanreynolds octaviaspencer seananders,johnmorris(directors/screenplay);willferrell,ryanreynolds,octaviaspencer comedy drama fantasy a dentist suzy meets the ghost of an 80s english rock star henry mallet.",spirited
elvismitchell(director);margaretavery harrybelafonte charlesburnett elvismitchell documentary tracks the history of black cinema focused mainly on the '70s with archival and new interviews with many of the key players from the era.,is that black enough for you?!?
johntravolta brucewillis chuckrussell drama fantasy music the lives of a rock star who seems to have it all and a young rookie kid who idolizes him collide through their broken homes built by the music business.,paradise city
russellcrowe liamhemsworth elsapataky russellcrowe comedy drama niki when she was still a child she had a gift. a stuffed parrot that brought her luck. thanks to that her father and his friends were able to win in gambling in order to make a living. one day though a friend of her's steals the ...,poker face
peterbillingsley erinnhayes ianpetrella claykaytis family follows ralphie now adult who returns to the house on cleveland street to give his kids a magical christmas like the one he had as a child reconnecting with childhood friends and reconciling the passing of his old man.,a christmas story christmas
aimeegarcia freddieprinzejr. gabrielatagliavini romance a christmas with you a story about finding home and love during christmas airs with fold tv network on vimeo on demand christmas day 2021.,christmas with you
amyadams patrickdempsey mayarudolph adamshankman animation short a young boy stops using his imagination as his parents go through a divorce.,disenchanted
ralphfiennes anyataylor-joy nicholashoult markmylod comedy horror thriller a young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu with some shocking surprises.,the menu
jasonmomoa marlowbarkley chriso'dowd francislawrence drama feeling responsible for his wife's accidental death robert embarks on a cross-country trip with his infant son in search for the baby's estranged grandfather. along the way they encounter a gallery of colorful family members and str,slumberland
careymulligan zoekazan patriciaclarkson mariaschrader short comedy n/a,she said
taylorrussell timothéechalamet markrylance lucaguadagnino drama horror romance maren a young woman learns how to survive on the margins of society.,bones and all
jeremypope raúlcastillo mccaullombardi elegancebratton drama a young gay black man rejected by his mother and with few options for his future decides to join the marines doing whatever it takes to succeed in a system that would cast him aside.,the inspection
allisonjanney kristenbell benplatt clairescanlon comedy family tensions ramp up among siblings in the week leading up to their half-sister's wedding in the country.,the people we hate at the wedding
jakegyllenhaal dennisquaid jaboukieyoung-white donhall crime drama mystery brilliant terminally ill army scientist paul turner investigates criminal activities that involve unethical experiments on humans environmental hazards biological weapons and a mysterious group with a sinister agenda.,strange world
danielcraig edwardnorton janellemonáe rianjohnson comedy crime drama famed southern detective benoit blanc travels to greece for his latest case.,glass onion: a knives out mystery
jonathanmajors glenpowell christinajackson j.d.dillard biography drama genius authors emily and charlotte bronte fall in love with their curate as they seek to get their work published.,devotion
annadiop michellemonaghan sinquawalls nikyatujusu horror thriller immigrant nanny aisha piecing together a new life in new york city while caring for the child of an upper east side family is forced to confront a concealed truth that threatens to shatter her precarious american dream.,nanny
manalissa nathalieissa ahmedmalek sallyelhosaini drama horror thriller after falling pregnant to perth her boyfriend's best friend ice commits suicide. she returns to haunt perth while tan seeks out the person who made her kill herself for his own revenge.,the swimmers
violetmcgraw eddiecibrian christophsanders alexranarivelo drama mystery romance when a reporter discovers that her late mother had been receiving christmas cards from a secret admirer she decides to track him down. in the process she'll discover a family secret more dangerous than she could have ever imagined.,a christmas mystery
annelisecepero jeremysumpter brookeshields shaunpaulpiccinino romance the romantic drama holiday harmony from producers ali afshar lauren swickard and daniel aspromonte and directed by shaun paul piccinino follows singer-songwriter gail who lands an opportunity to compete for a once-in-a-lifetim...,holiday harmony
justinhartley barrettdoss charlesshyer comedy drama romance the story of a man who returns home on christmas to settle his estranged mother's estate. once there he discovers a diary that may hold secrets to his own past and of a beautiful young woman on a mysterious journey of her own.,the noel diary
adamdriver gretagerwig doncheadle noahbaumbach drama horror mystery an architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions.,white noise
hughjackman lauradern vanessakirby florianzeller drama history western a multi-generational epic telling of the story of america's birth as a superpower through the bloody rise and fall of one texas oil empire.,the son
jessikavan joshswickard tomwilliamson alexranarivelo documentary a narrated retrospective of christmas films from the the silent era to the mid-90's.,a hollywood christmas
davidharbour johnleguizamo camgigandet tommywirkola action comedy crime when a group of mercenaries attack the estate of a wealthy family santa claus must step in to save the day (and christmas).,violent night
willsmith benfoster stevenogg antoinefuqua drama an uncommon story of love and resilience emancipation tackles its delicate subject (a singular group of men who inhabit a shelter for abused men) with both honesty and sensitivity. the story revolves around dominik liebmann: a ma...,emancipation
rooneymara clairefoy jessiebuckley sarahpolley drama in 2010 the women of an isolated religious community grapple with reconciling their reality with their faith. based on the novel by miriam toews.,women talking
liamneeson dianekruger jessicalange neiljordan crime drama mystery a young woman from kansas hires la private detective philip marlowe to find her missing brother.,marlowe
"jimparsons benaldridge sallyfield michaelshowalter thriller award winning indie film spoiler alert (trail dance film festival ""director's choice award"") is a black comedy/thriller focusing on the power and temptations of the internet. brad the snarky operator of a movie scoop website has...",spoiler alert
bradynoon ethanwilliamchildress hunterdillon lukecormican comedy family back in middle school after summer vacation greg heffley and his older brother rodrick must deal with their parents' misguided attempts to have them bond.,diary of a wimpy kid: rodrick rules
emmacorrin jacko'connell joelyrichardson lauredeclermont-tonnerre drama romance in 1913 connie reid marries wealthy nottingham colliery owner sir clifford chatterley but he returns from the great war disabled and in a wheelchair. connie is loyal but begins to feel alienated as he engages a nurse mrs bolton ...,lady chatterley's lover
"ewanmcgregor davidbradley gregorymann guillermodeltoro,markgustafson animation adventure comedy a living puppet with the help of a cricket as his conscience must prove himself worthy to become a real boy.",pinocchio
alishaweir lashanalynch stephengraham matthewwarchus drama family musical n/a,matilda the musical
oliviacolman michealward tombrooke sammendes drama romance two movie theater employees grappling with their own demons fall desperately for each other.,empire of light
brendenfraser sadiesink hongchau darrenaronofsky documentary the true story of luna a young wild killer whale who tries to befriend people on the rugged west coast of vancouver island.,the whale
zoeydeutch shaymitchell darylwein comedy family romance follows a woman as her life gets upended when an engagement ring that was for someone else leads her to the person she's meant to be with.,something from tiffany's
brucewillis edwardjohndrake action thriller in custody in new york detective james knight finds himself in the middle of a jailbreak led by the christmas bomber a brutal fanatic whose santa claus disciples are terrorizing the city. with the promised return of his badge in...,detective knight: redemption
annacamp robmayes carsonminniear aminmatalqa none none,5000 blankets
samworthington zoesaldana sigourneyweaver jamescameron action adventure fantasy jake sully lives with his newfound family formed on the planet of pandora. once a familiar threat returns to finish what was previously started jake must work with neytiri and the army of the na'vi race to protect their planet.,avatar: the way of water
antoniobanderas salmahayek harveyguillén joelcrawford animation adventure comedy puss in boots discovers that his passion for adventure has taken its toll: he has burned through eight of his nine lives. puss sets out on an epic journey to find the mythical last wish and restore his nine lives.,puss in boots: the last wish
naomiackie stanleytucci ashtonsanders kasilemmons biography drama music the joyous emotional heartbreaking celebration of the life and music of whitney houston one of the greatest female r&amp;b pop vocalist of all time. tracking her journey from obscurity to musical superstardom.,i wanna dance with somebody
"melissalesh trevorfrost(directors) melissalesh,trevorfrost drama thriller an ambitious reporter stationed in the middle east who is taken captive after her convoy is ambushed. she is confronted by the trauma of her past and must find a way to bring down the militants who incarcerated her.",wildcat
bradpitt margotrobbie diegocalva damienchazelle comedy crime drama a look at the people in charge and on the front lines of a contemporary police force.,babylon
christianbale harrymelling gilliananderson scottcooper crime horror mystery a world-weary detective is hired to investigate the murder of a west point cadet. stymied by the cadets' code of silence he enlists one of their own to help unravel the case - a young man the world would come to know as edgar all...,the pale blue eye
tomhanks marianatreviño rachelkeller marcforster comedy drama a grumpy widower whose only joy comes from criticizing and judging his exasperated neighbors meets his match when a lively young family moves in next door leading to an unexpected friendship that will turn his world upside-down.,a man called otto
johnboyega teyonahparris kiefersutherland jueltaylor comedy sci-fi a series of eerie events thrusts an unlikely trio onto the trail of a nefarious government conspiracy in this pulpy mystery caper.,they cloned tyrone
annakendrick kaniehtiiohorn charliecarrick marynighy drama thriller a young woman trapped in an abusive relationship becomes the unwitting participant in an intervention staged by her two closest friends.,"alice, darling"
