tags,title
"janellemonáe ericlange jenamalone gerardbush,christopherrenz(directors/screenplay);janellemonáe,ericlange,jenamalone,jackhuston,kierseyclemons,gaboureysidibe drama horror mystery successful author veronica henley finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.",antebellum
judelaw carriecoon charlieshotwell seandurkin drama romance life for an entrepreneur and his american family begins to take a twisted turn after moving into an english country manor.,the nest
susansarandon katewinslet miawasikowska rogermichell drama a terminally ill mother arranges to bring her family together one last time before she dies. a remake of the 2014 danish film 'silent heart'.,blackbird
alexandradaddario takehirohira caricevanhouten williamolsson crime drama mystery when mari gilbert's daughter disappears police inaction drives her own investigation into the gated long island community where shannan was last seen. her search brings attention to over a dozen murdered sex workers.,lost girls & love hotels
taylora.purdee johndonchak nathanpurdee taylora.purdee short sci-fi a nostalgic family is affected by advancements of the future and the abandonment of one another.,killian & the comeback kids
milliebobbybrown henrycavill samclaflin harrybradbeer action adventure crime when enola holmes-sherlock's teen sister-discovers her mother is missing she sets off to find her becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy around a mysterious...,enola holmes
yahyaabdul-mateenii sachabaroncohen dannyflaherty aaronsorkin drama history thriller the story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 democratic national convention in chicago illinois.,the trial of the chicago 7
jessicachastain johnmalkovich common tatetaylor action drama thriller ava is a deadly assassin who works for a black ops organization traveling the globe specializing in high profile hits. when a job goes dangerously wrong she is forced to fight for her own survival.,ava
evanrachelwood richardjenkins debrawinger mirandajuly comedy crime drama a woman's life is turned upside down when her criminal parents invite an outsider to join them on a major heist they're planning.,kajillionaire
richardjenkins shanepaulmcghie da'vinejoyrandolph andrewcohn comedy drama stanley's last shift at his fast food job takes an unexpected turn when he befriends a young african-american work employee.,the last shift
peytonelizabethlee skylarastin élodieyung annamastro action adventure comedy follows sam's adventures at a top-secret training program for a new class of second-born royals tasked with saving the world.,secret society of second-born royals
tommydewey françoisarnaud minkakelly marccarlini comedy drama hoping to reconnect with his college buddy a 30-something businessman drags him along on a road trip.,she's in portland
madelainepetsch alexanderkoch cooperkarl drama thriller after an attack renders her blind ellen ashland withdraws from the world to recover. but soon she plunges into paranoia unable to convince anyone that her assailant has returned to terrorize her by hiding in plain sight.,sightless
jimparsons zacharyquinto mattbomer joemantello drama at a birthday party in 1968 new york a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.,the boys in the band
juliannemoore aliciavikander timothyhutton julietaymor biography drama history the story of feminist icon gloria steinem's itinerant childhood and its influence on her life as a writer activist and organizer for women's rights worldwide.,the glorias
rashidajones billmurray marlonwayans sofiacoppola comedy drama romance a young mother reconnects with her larger-than-life playboy father on an adventure through new york.,on the rocks
katherinelangford charlieplummer hayleylaw brianduffield comedy drama horror get ready for the outrageous coming-of-age love story about growing up...and blowing up. when students in their school begin exploding (literally) seniors mara and dylan struggle to survive in a world where each moment may be the...,spontaneous
jadenmichael geraldw.jonesiii gregorydiaziv osmanyrodriguez comedy horror a group of young friends from the bronx fight to save their neighborhood from gentrification...and vampires.,vampires vs. the bronx
andreariseborough christopherabbott rossifsutherland brandoncronenberg horror mystery sci-fi an agent works for a secretive organization that uses brain-implant technology to inhabit other people's bodies - ultimately driving them to commit assassinations for high-paying clients.,possessor
maggieq alexessoe lukehemsworth darrenlynnbousman horror mystery thriller a vacationing couple must discover the mystery behind a strange video that shows one of them killing the other.,death of me
linshaye tobinbell timothywoodwardjr. horror thriller when a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted she realizes that she must confront a killer from her past in order to save the girl's life.,the call
madisonpettis lizzebroadway pipercurda mikeelliott comedy it's senior year at east great falls. annie kayla michelle and stephanie decide to harness their girl power and band together to get what they want their last year of high school.,american pie presents: girls' rules
mireilleenos petersarsgaard joeyking veenasud drama thriller a father and daughter are on their way to dance camp when they spot the girl's best friend on the side of the road. when they stop to offer the friend a ride their good intentions soon result in terrible consequences.,the lie
mamoudouathie phyliciarashad emmanuelosei-kuffourjr. horror mystery sci-fi after losing his wife and his memory in a car accident a single father undergoes an agonizing experimental treatment that causes him to question who he really is.,black box
adamsandler kevinjames juliebowen stevenbrill comedy mystery despite his devotion to his hometown of salem (and its halloween celebration) hubie dubois is a figure of mockery for kids and adults alike. but this year something is going bump in the night and it's up to hubie to save hallow...,hubie halloween
brittrobertson annafriel rafigavron brannonbraga drama horror mystery a journey into uncharted and forbidden territory through three tales tangled in space and time.,books of blood
jahidi'allowinston meekmill willcatlett angelmanuelsoto drama fourteen-year-old mouse desperately wants to join the midnight clique an infamous group of baltimore dirt-bike riders who rule the summertime streets.,charm city kings
robertdeniro umathurman robriggle timhill comedy drama family upset that he has to share the room he loves with his grandfather peter decides to declare war in an attempt to get it back.,the war with grandpa
timothéechalamet ellefanning selenagomez woodyallen comedy romance a young couple arrives in new york for a weekend where they are met with bad weather and a series of adventures.,a rainy day in new york
evanoblezada dalewatson princesspunzalan dianeparagas drama music a filipina teen from a small texas town fights to pursue her dreams as a country music performer while having to decide between staying with her family or leaving the only home she has known.,yellow rose
radhablank peterkim oswinbenjamin radhablank none none,the 40-year-old version
sydneysweeney madisoniseman jacquescolimon zuquirke drama horror music an incredibly gifted pianist makes a faustian bargain to overtake her older sister at a prestigious institution for classical musicians.,nocturne
"saritachoudhury sunitamani omarmaskati elandassani,rajeevdassani horror mystery thriller a superstitious mother is convinced that her daughter's new boyfriend is the reincarnation of a man who tried to kill her 30 years ago.",evil eye
tamarasmart oonalaurence tomfelton racheltalalay comedy family fantasy a babysitter embarks on a mission to save a child who's been abducted by monsters.,a babysitter's guide to monster hunting
dylano'brien jessicahenwick danewing michaelmatthews action adventure comedy seven years after he survived the monster apocalypse lovably hapless joel leaves his cozy underground bunker behind on a quest to reunite with his ex.,love and monsters
liamneeson katewalsh robertpatrick markwilliams action thriller wanting to lead an honest life a notorious bank robber turns himself in only to be double-crossed by two ruthless fbi agents.,honest thief
finargus sabrinacarpenter madisoniseman justinbaldoni biography drama music based on real events a young musician discovers his cancer has spread leaving him just a few months to live. with limited time he follows his dream and makes an album unaware that it will soon be a viral music phenomenon.,clouds
davidstrathairn katebosworth pabloschreiber edwardjamesolmos drama thriller a psychotic oil matriarch leaves the whole industry exposed when she attempts to outfight a bullish farmer whose water has been poisoned.,the devil has a name
adambrody sophienélisse tzima evanmorgan comedy drama mystery a once-celebrated kid detective now 32 continues to solve the same trivial mysteries between hangovers and bouts of self-pity. until a naive client brings him his first 'adult' case to find out who brutally murdered her boyfriend.,the kid detective
tylerposey summerspiro robertri'chard johnnymartin drama romance tells about those people whose lives have been isolated by modern lifestyles; it is also foods mothers old songs and love that this movie is consists of.,alone
jacobelordi adancanto tieraskovbye lancehool drama romance for two couples the future unfolds in different decades and different places but a hidden connection will bring them together in a way no one could have predicted.,2 hearts
jimmyo.yang alexmoffat cedrictheentertainer stevebyrne comedy will's true life passion is to become a stand-up comedian. when given the opportunity to emcee a comedy show opening for his hero billy g. he must decide if he wants to continue the life he has set up or pursue his dream.,the opening act
michaelgross jonheder donmichaelpaul action adventure comedy horror sci-fi thriller when a group of hunters genetically modify graboid eggs they face an all-out war against the larger terrifyingly intelligent graboids and the swiftly multiplying shriekers.,tremors: shrieker island
annehathaway octaviaspencer stanleytucci robertzemeckis adventure comedy family a young boy stumbles onto a witch convention and must stop them even after he has been turned into a mouse.,the witches
cathyang phillipasoo kenjeong glenkeane animation adventure comedy in this animated musical a girl builds a rocket ship and blasts off hoping to meet a mythical moon goddess.,over the moon
sachabaroncohen mariabakalova jasonwoliner comedy borat returns from kazakhstan to america and this time he reveals more about the american culture the covid-19 pandemic and the political elections.,borat subsequent moviefilm
josephinelangford herofiennestiffin dylansprouse rogerkumble drama romance based on the 2014 romance novel of the same name this follows the love life of two young adults.,after we collided
jamesbadgedale marinireland stephenroot davidprior horror mystery thriller on the trail of a missing girl an ex-cop comes across a secretive group attempting to summon a terrifying supernatural entity.,the empty man
"anthonymackie jamiedornan justinbenson,aaronmoorhead crime drama horror two new orleans paramedics' lives are ripped apart after they encounter a series of horrific deaths linked to a designer drug with bizarre otherworldly effects.",synchronic
ellelorraine vanessawilliams jaypharoah justinsimien comedy horror music in 1989 an ambitious young woman gets a weave in order to succeed in the image-obsessed world of music television. however her flourishing career may come at a great cost when she realizes that her new hair may have a mind of its...,bad hair
malinåkerman katdennings aishatyler nicolpaone comedy drama molly and abbey along with their crew of close friends and acquaintances host a dysfunctional comical and chaotic thanksgiving dinner.,friendsgiving
caileespaeny gideonadlon loviesimone zoelister-jones drama fantasy horror a group of high school students form a coven of witches.,the craft: legacy
emmaroberts lukebracey kristinchenoweth johnwhitesell comedy romance fed up with being single on holidays two strangers agree to be each other's platonic plus-ones all year long only to catch real feelings along the way.,holidate
gillianjacobs johngallagherjr. azhyrobertson jacobchase drama horror mystery a monster named larry manifests itself through smart phones and mobile devices. feature film version of the 2017 short film.,come play
wunmimosaku.sopedirisu mattsmith remiweekes drama horror thriller a refugee couple makes a harrowing escape from war-torn south sudan but then they struggle to adjust to their new life in an english town that has an evil lurking beneath the surface.,his house
omarihardwick lorettadevine marktonderai horror thriller a man crash lands in rural appalachia and awakens in the attic of a traditional hoodoo practitioner. he desperately tries to break free from her dark magic and save his family from a sinister ritual before the rise of the blood moon.,spell
charliehunnam jacko'connell jessicabarden maxwinkler drama two brothers try to escape their circumstances by travelling across the country for a no holds barred boxing match that becomes a fight for their lives.,jungleland
dianelane kevincostner lesleymanville thomasbezucha crime drama thriller a retired sheriff and his wife grieving over the death of their son set out to find their only grandson.,let him go
joelkinnaman rosamundpike common andreadistefano action crime drama an ex-convict working undercover intentionally gets himself incarcerated again in order to infiltrate the mob at a maximum security prison.,the informer
marinireland michaelabbottjr. xanderberkeley bryanbertino horror on a secluded farm in a nondescript rural town a man is slowly dying. his family gathers to mourn and soon a darkness grows marked by waking nightmares and a growing sense that something evil is taking over the family.,the dark and the wicked
amyadams glennclose gabrielbasso ronhoward drama an urgent phone call pulls a yale law student back to his ohio hometown where he reflects on three generations of family history and his own future.,hillbilly elegy
garyoldman amandaseyfried lilycollins davidfincher biography comedy drama 1930s hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriter herman j. mankiewicz as he races to finish the screenplay of citizen kane (1941).,mank
vincevaughn kathrynnewton katiefinneran christopherlandon comedy horror thriller after swapping bodies with a deranged serial killer a young girl in high school discovers she has less than 24 hours before the change becomes permanent.,freaky
forestwhitaker keegan-michaelkey hughbonneville davide.talbert family fantasy musical an imaginary world comes to life in a holiday tale of an eccentric toymaker his adventurous granddaughter and a magical invention that has the power to change their lives forever.,jingle jangle: a christmas journey
finncole margotrobbie travisfimmel milesjoris-peyrafitte drama thriller a teenager's adventures as a bounty hunter take an unexpected twist.,dreamland
"melgibson waltongoggins mariannejean-baptiste eshomnelms,iannelms(directors/screenplay);melgibson,waltongoggins,mariannejean-baptiste action adventure comedy a rowdy unorthodox santa claus is fighting to save his declining business. meanwhile billy a neglected and precocious 12 year old hires a hit man to kill santa after receiving a lump of coal in his stocking.",fatman
sophialoren ibrahimagueye abrilzamora edoardoponti drama in seaside italy a holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.,the life ahead
kylemarvin michaelangelocovino gaylerankin michaelangelocovino comedy drama romance a young man from the suburbs with no mountaineering experience decides to climb mt everest to show a woman he'd do anything for her.,the climb
malinåkerman bellathorne fortunefeimster paulleyden action comedy drama when anna wyncomb is introduced to an underground all-female fight club in order to turn the mess of her life around she discovers she is much more personally connected to the history of the club than she could ever imagine.,chick fight
vanessahudgens sampalladio nicksagar michaelrohl comedy drama family when duchess margaret unexpectedly inherits the throne to montenaro and hits a rough patch with kevin it's up to her double stacy to save the day before a new lookalike party girl fiona foils their plans.,the princess switch: switched again
sarahpaulson kieraallen pathealy aneeshchaganty mystery thriller a homeschooled teenager begins to suspect her mother is keeping a dark secret from her.,run
rizahmed oliviacooke paulraci dariusmarder drama music a heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.,sound of metal
guypearce claesbang vickykrieps danfriedkin drama an artist is suspected of selling a valuable painting to the nazis but there is more to the story than meets the eye.,the last vermeer
alainmoussi frankgrillo jujuchan dimitrilogothetis action sci-fi thriller every six years an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. but when a celebrated war hero goes down in defeat the fate of the planet and mankind hangs in the balance.,jiu jitsu
joshduhamel daxshepard oliviamunn joshduhamel comedy a group of friends reunite to play the buddy games a wild assortment of absurd physical and mental challenges. in the process they'll heal old wounds right past wrongs and figure out the true meaning of friendship...or die trying.,buddy games
nicolascage emmastone ryanreynolds joelcrawford animation adventure comedy the prehistoric family the croods are challenged by a rival family the bettermans who claim to be better and more evolved.,the croods: a new age
kristenstewart mackenziedavis alisonbrie cleaduvall comedy crime drama a holiday romantic comedy that captures the range of emotions tied to wanting your family's acceptance being true to yourself and trying not to ruin christmas by revealing a nasty secret.,happiest season
violadavis chadwickboseman glynnturman georgec.wolfe drama music tensions rise when trailblazing blues singer ma rainey and her band gather at a recording studio in chicago in 1927.,ma rainey's black bottom
kurtrussell goldiehawn darbycamp chriscolumbus none none,the christmas chronicles 2
paulbettany sophialillis petermacdissi alanball comedy drama in 1973 when frank bledsoe and his 18-year-old niece beth take a road trip from manhattan to creekville south carolina for the family patriarch's funeral they're unexpectedly joined by frank's lover walid.,uncle frank
"taylorswift jackantonoff aarondessner taylorswift documentary drama music in ""folklore: the long pond studio sessions "" taylor swift performs each song in order of her album ""folklore "" and reveals the stories and secrets behind all 17 songs.",folklore: the long pond studio sessions
melissamccarthy bobbycannavale briantyreehenry benfalcone action comedy romance when an all-powerful superintelligence chooses to study average carol peters the fate of the world hangs in the balance. as the a.i. decides to enslave save or destroy humanity it's up to carol to prove that people are worth sa...,superintelligence
jadensmith caradelevingne cubagoodingjr. mitjaokorn drama romance the movie follows 17-year-old daryn who finds out that his girlfriend is dying. he sets out to give her an entire life in the last year she has left.,life in a year
mackenziefoy katewinslet claireforlani ashleyavis adventure drama family the fates of horses and the people who own and command them are revealed as black beauty narrates the circle of his life.,black beauty
merylstreep jamescorden joellenpellman ryanmurphy comedy drama musical a troupe of hilariously self-obsessed theater stars swarm into a small conservative indiana town in support of a high school girl who wants to take her girlfriend to the prom.,the prom
jessicarothe harryshumjr. kyleallen marcmeyers drama romance a couple's wedding plans are thrown off course when the groom is diagnosed with liver cancer.,all my life
islafisher jillianbell santiagocabrera sharonmaguire comedy drama family an unskilled young fairy godmother ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored.,godmothered
luisgerardoméndez connordelrio lukegreenfield comedy drama renato a mexican aviation exec is shocked to learn that he has an american half-brother he never knew about: free-spirited asher. they are forced on a road trip together tracing the path their father took from mexico to the u.s.,half brothers
aaroneckhart katherynwinnick heathergraham aprilmullen thriller after getting hired to probe a suspicious death in the small town of wander a mentally unstable private investigator becomes convinced the case is linked to the same 'conspiracy cover up' that caused the death of his daughter.,wander
aubreyplaza christopherabbott sarahgadon lawrencemichaellevine comedy drama a filmmaker at a creative impasse seeks solace from her tumultuous past at a rural retreat only to find that the woods summon her inner demons in intense and surprising ways.,black bear
merylstreep candicebergen gemmachan stevensoderbergh comedy drama a famous author goes on a cruise trip with her friends and nephew in an effort to find fun and happiness while she comes to terms with her troubled past.,let them all talk
georgeclooney felicityjones davidoyelowo georgeclooney adventure drama sci-fi this post-apocalyptic tale follows augustine a lonely scientist in the arctic as he races to stop sully and her fellow astronauts from returning home to a mysterious global catastrophe.,the midnight sky
kjapa sofiacarson craigrobinson adammason drama sci-fi thriller in 2024 a pandemic ravages the world and its cities. centering on a handful of people as they navigate the obstacles currently hindering society: disease martial law quarantine and vigilantes.,songbird
emilyblunt jamiedornan jonhamm johnpatrickshanley comedy drama romance a pair of star-crossed lovers in ireland get caught up in their family's land dispute.,wild mountain thyme
jayreeves thaddeusj.mixson corinnefoxx reginaldhudlin biography drama sport the story of ray-ray mcelrathbey a freshman football player for clemson university who secretly raised his younger brother on campus after his home life became too unsteady.,safety
siennamiller diegoluna bethgrant taramiele drama new parents adrienne and matteo are forced to reckon with trauma amidst their troubled relationship. they must revisit the memories of their past and unravel haunting truths in order to face their uncertain future.,wander darkly
rachelbrosnahan arinzékene marshastephanieblake juliahart crime drama in this 1970s set crime drama a woman is forced to go on the run after her husband betrays his partners sending her and her baby on a dangerous journey.,i'm your woman
drewbarrymore michaelzegen t.j.miller jamiebabbit comedy drama a disaffected comedy actress and her ambitious stand-in trade places.,the stand in
joemanganiello skylanbrooks zoleegriggs adamegyptmortimer action adventure crime max fist claims to be a hero from another dimension who fell through time and space to earth where he has no powers. no one believes his stories except for a local teen named hamster.,archenemy
ntaremwine zainabjah jaymelawson ekwamsangi drama music romance reunited after 17 years an angolan immigrant is joined in the u.s. by his wife and daughter. now strangers sharing a one-bedroom apartment they discover a shared love of dance that may help them overcome the distance between them.,farewell amor
"millajovovich tonyjaa tip""t.i.""harris paulw.s.anderson action adventure fantasy when cpt. artemis and her loyal soldiers are transported to a new world they engage in a desperate battle for survival against enormous enemies with incredible powers. feature film based on the video game by capcom.",monster hunter
gerardbutler morenabaccarin daviddenman ricromanwaugh action thriller a family struggles for survival in the face of a cataclysmic natural disaster.,greenland
hilaryswank michaelealy mikecolter deontaylor thriller after a one-night stand a successful married man finds himself entangled in a cunning police detective's latest investigation.,fatale
lindseymorgan jonathanhoward danielbernhardt liamo'donnell action adventure sci-fi when a virus threatens to turn the now earth-dwelling friendly alien hybrids against humans captain rose corley must lead a team of elite mercenaries on a mission to the alien world in order to save what's left of humanity.,skylines
devonsawa camillesullivan nickstahl shawnlinden drama horror mystery joseph and his family live in the remote wilderness as fur trappers but their tranquility is threatened when they think they are being hunted by the return of a rogue wolf and joseph leaves them behind to track it.,hunter hunter
codykearsley brucewillis thomasjane johnsuits biography crime drama fbi upstart eric o'neill enters into a power game with his boss robert hanssen an agent who was put on trial for selling secrets to the soviet union.,breach
pauldugdale(director);arianagrande pauldugdale documentary music ariana grande takes the stage in london for her sweetener world tour and shares a behind-the-scenes look at her life in rehearsal and on the road.,"ariana grande: excuse me, i love you"
tessathompson nnamdiasomugha ryanmichellebathe eugeneashe drama music romance when a young woman meets an aspiring saxophonist in her father's record shop in 1950s harlem their love ignites a sweeping romance that transcends changing times geography and professional success.,sylvie's love
galgadot chrispine kristenwiig pattyjenkins action adventure fantasy diana must contend with a work colleague and businessman whose desire for extreme wealth sends the world down a path of destruction after an ancient artifact that grants wishes goes missing.,wonder woman 1984
jamiefoxx tinafey grahamnorton petedocter animation adventure comedy after landing the gig of a lifetime a new york jazz pianist suddenly finds himself trapped in a strange land between earth and the afterlife.,soul
priyankachoprajonas pedropascal yayagosselin robertrodriguez action comedy drama when alien invaders capture the earth's superheroes their kids must learn to work together to save their parents- and the planet.,we can be heroes
tomhanks helenazengel paulgreengrass action adventure drama a civil war veteran agrees to deliver a girl taken by the kiowa people years ago to her aunt and uncle against her will. they travel hundreds of miles and face grave dangers as they search for a place that either can call home.,news of the world
kingsleyben-adir eligoree aldishodge reginaking drama a fictional account of one incredible night where icons muhammad ali malcolm x sam cooke and jim brown gathered discussing their roles in the civil rights movement and cultural upheaval of the 60s.,one night in miami...
careymulligan boburnham alisonbrie emeraldfennell crime drama mystery a young woman traumatized by a tragic event in her past seeks out vengeance against those who crossed her path.,promising young woman
vanessakirby shialabeouf mollyparker kornélmundruczó drama when a young mother's home birth ends in unfathomable tragedy she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.,pieces of a woman
